基站编码,LAC,CI
"HUBSC97HWE_HUB3039德清洛舍张陆湾",16992.000000,10882.000000
"HUBSC101HWE_HUB2129长兴泗安林场",16981.000000,33176.000000
"HUBSC94HWE_HUSFB2175H",16981.000000,43566.000000
"HUBSC101HWE_HUB2139长兴雉城白阜",16981.000000,33063.000000
"HUBSC101HWE_HUB2140长兴雉城三新",16981.000000,33186.000000
"HUBSC98HWE_HUSFD0221B",16977.000000,31760.000000
"HUBSC101HWE_HUB2066长兴夹浦",16981.000000,11281.000000
"HUBSC101HWE_HUB2178长兴泗安长丰村",16981.000000,33540.000000
"HUBSC94HWE_HUB2180长兴洪桥金星村",16981.000000,33510.000000
"HUBSC101HWE_HUB2132长兴泗安仙山",16981.000000,33137.000000
"HUBSC97HWE_HUB3058德清乾元技校",16992.000000,12335.000000
"HUBSC94HWE_HUB2186长兴小浦郎山",16981.000000,33560.000000
"HUBSC94HWE_HUB2165长兴城东派出所",16981.000000,33430.000000
"HUBSC98HWE_HUSFD0030A",16977.000000,35390.000000
"HUBSC98HWE_HUSFD0335B",16977.000000,43970.000000
"HUBSC102HWE_HUSFB0222B",16991.000000,31514.000000
"HUBSC102HWE_HUSFB0222E",16991.000000,31556.000000
"HUBSC98HWE_HUSFD0219B",16977.000000,31746.000000
"HUBSC94HWE_HUB2142长兴缤纷时代娱乐城",16981.000000,33330.000000
"HUBSC102HWE_HUSFD0222C",16991.000000,31792.000000
"HUBSC94HWE_HUB2207长兴吕山金村",16981.000000,33614.000000
"HUBSC95HWE_HUSFB4040A",16990.000000,32813.000000
"HUBSC101HWE_HUB2133长兴泗安仙山风景区",16981.000000,33019.000000
"HUBSC94HWE_HUB2155长兴吴山乡红山村吴山边",16981.000000,33390.000000
"HUBSC97HWE_HUSFB3157A",16992.000000,34329.000000
"HUBSC94HWE_HUB2215长兴雉城上扬",16981.000000,35611.000000
"HUBSC94HWE_HUB2216长兴雉城画溪",16981.000000,35613.000000
"HUBSC97HWE_HUB3078德清工行",16992.000000,11011.000000
"HUBSC97HWE_HUB3084德清会展中心",16992.000000,8238.000000
"HUBSC102HWE_HUB0113吴兴东林保安",16991.000000,8728.000000
"HUBSC94HWE_HUB2168长兴皇冠假日大酒店",16981.000000,33514.000000
"HUBSC101HWE_HUB2074长兴泗安管埭",16981.000000,9378.000000
"HUBSC94HWE_HUSFD2247C",16981.000000,43781.000000
"HUBSC98HWE_HUSFD0002C",16977.000000,31806.000000
"HUBSC98HWE_HUSFD0010C",16977.000000,31517.000000
"HUBSC94HWE_HUSFB2018A",16981.000000,33570.000000
"HUBSC94HWE_HUSFB2022A",16981.000000,33442.000000
"HUBSC94HWE_HUB2092长兴洪桥古龙",16981.000000,12132.000000
"HUBSC97HWE_HUB3041德清洛舍",16992.000000,11105.000000
"HUBSC97HWE_HUB3042德清莫干山皇后饭店",16992.000000,34027.000000
"HUBSC97HWE_HUB3044德清莫干山芦花荡饭店",16992.000000,34010.000000
"HUBSC97HWE_HUB3075德清筏头后坞",16992.000000,34013.000000
"HUBSC97HWE_HUSFB3105C",16992.000000,43838.000000
"HUBSC97HWE_HUB3063德清武康五四",16992.000000,12061.000000
"HUBSC94HWE_HUB2143长兴洪桥陈桥",16981.000000,33348.000000
"HUBSC99HWE_HUB0069吴兴八里店诸墓",16976.000000,9217.000000
"HUBSC94HWE_HUB2146长兴开发区范家桥",16981.000000,33361.000000
"HUBSC94HWE_HUB2188长兴和平杨桥",16981.000000,33581.000000
"HUBSC94HWE_HUB2199长兴雉城杨家桥",16981.000000,33595.000000
"HUBSC102HWE_HUSFD0222H",16991.000000,43888.000000
"HUBSC94HWE_HUB2186长兴小浦郎山",16981.000000,33562.000000
"HUBSC96HWE_HUB1078南浔双林永丰丝织厂",16978.000000,11178.000000
"HUBSC94HWE_HUSFB2175C",16981.000000,33472.000000
"HUBSC102HWE_HUB0238吴兴东林褚家庄",16991.000000,31352.000000
"HUBSC100HWE_HUSFB4185A",16990.000000,32815.000000
"HUBSC94HWE_HUSFB2001C",16981.000000,33566.000000
"HUBSC96HWE_HUB1061南浔千金朝阳",16978.000000,11124.000000
"HUBSC98HWE_HUSFD0222M",16977.000000,43832.000000
"HUBSC97HWE_HUSFB3105B",16992.000000,35539.000000
"HUBSC94HWE_HUB2198长兴雉城上莘桥",16981.000000,33592.000000
"HUBSC94HWE_HUB2199长兴雉城杨家桥",16981.000000,33596.000000
"HUBSC97HWE_HUB3059德清乾元星火村",16992.000000,11013.000000
"HUBSC101HWE_HUB2128长兴泗安东村",16981.000000,33087.000000
"HUBSC98HWE_HUSFD0335B",16977.000000,35391.000000
"HUBSC97HWE_HUB3085德清武康久胜车业",16992.000000,12050.000000
"HUBSC102HWE_HUSFB0222G",16991.000000,35431.000000
"HUBSC98HWE_HUSFB0223A",16977.000000,31773.000000
"HUBSC94HWE_HUB2144长兴虹星桥钦家",16981.000000,33349.000000
"HUBSC94HWE_HUB2144长兴虹星桥钦家",16981.000000,33351.000000
"HUBSC94HWE_HUB2161长兴天云大厦",16981.000000,33411.000000
"HUBSC94HWE_HUB2163长兴雉城家宝电子",16981.000000,33422.000000
"HUBSC98HWE_HUSFB0352A",16977.000000,35552.000000
"HUBSC101HWE_HUB2154长兴泗安禧祉",16981.000000,33326.000000
"HUBSC94HWE_HUSFB2175I",16981.000000,43780.000000
"HUBSC94HWE_HUB2143长兴洪桥陈桥",16981.000000,33346.000000
"HUBSC94HWE_HUB2143长兴洪桥陈桥",16981.000000,33347.000000
"HUBSC94HWE_HUB2069长兴李家巷刘家渡",16981.000000,12136.000000
"HUBSC101HWE_HUB2178长兴泗安长丰村",16981.000000,33542.000000
"HUBSC97HWE_HUB3066德清新市中立达水泥厂",16992.000000,8022.000000
"HUBSC99HWE_HUB0193吴兴织里世诚服饰",16976.000000,8301.000000
"HUBSC98HWE_HUSFB0209A",16977.000000,31775.000000
"HUBSC98HWE_HUSFD0027B",16977.000000,43934.000000
"HUBSC97HWE_HUB3024德清雷甸北洋墩",16992.000000,10033.000000
"HUBSC97HWE_HUSFB3084A",16992.000000,34252.000000
"HUBSC98HWE_HUSFB0277A",16977.000000,31508.000000
"HUBSC95HWE_HUSFB4030A",16990.000000,32863.000000
"HUBSC99HWE_HUB0129吴兴环渚龙潭",16976.000000,11076.000000
"HUBSC98HWE_HUSFB0215B",16977.000000,31500.000000
"HUBSC98HWE_HUSFB0219A",16977.000000,31567.000000
"HUBSC96HWE_HUB1098南浔自来水公司",16978.000000,8691.000000
"HUBSC98HWE_HUSFD0021A",16977.000000,31521.000000
"HUBSC94HWE_HUB2089长兴雉城白莲桥",16981.000000,8986.000000
"HUBSC102HWE_HUB0026市区湖州机床厂",16991.000000,8455.000000
"HUBSC98HWE_HUB0027市区华丰小区",16977.000000,8434.000000
"HUBSC98HWE_HUB0029市区吉北小区",16977.000000,9138.000000
"HUBSC95HWE_HUSFB4079A",16990.000000,32625.000000
"HUBSC94HWE_HUB2072长兴虹星桥白水",16981.000000,8413.000000
"HUBSC101HWE_HUB2126长兴水口",16981.000000,33130.000000
"HUBSC94HWE_HUB2058长兴洪桥",16981.000000,11410.000000
"HUBSC94HWE_HUB2063长兴虹星桥午山",16981.000000,8407.000000
"HUBSC101HWE_HUB2172长兴泗安白莲村委",16981.000000,11801.000000
"HUBSC101HWE_HUB2149长兴林城阳光山",16981.000000,33372.000000
"HUBSC102HWE_HUSFD0222H",16991.000000,35582.000000
"HUBSC102HWE_HUB0113吴兴东林保安",16991.000000,8729.000000
"HUBSC102HWE_HUB0116吴兴东林保增",16991.000000,12272.000000
"HUBSC102HWE_HUSFB0222A",16991.000000,31548.000000
"HUBSC102HWE_HUSFD0222C",16991.000000,31789.000000
"HUBSC97HWE_HUB3067德清武康菜场",16992.000000,12215.000000
"HUBSC97HWE_HUB3034德清洛舍东衡",16992.000000,8422.000000
"HUBSC97HWE_HUB3038德清洛舍砂村",16992.000000,34286.000000
"HUBSC101HWE_HUB2073长兴林城大云寺",16981.000000,8617.000000
"HUBSC94HWE_HUB2160长兴雉城三星斗",16981.000000,33513.000000
"HUBSC94HWE_HUB2161长兴天云大厦",16981.000000,33410.000000
"HUBSC97HWE_HUB3060德清三合和睦",16992.000000,8886.000000
"HUBSC94HWE_HUB2145长兴夹浦长平",16981.000000,33357.000000
"HUBSC97HWE_HUB3054德清南路横岭",16992.000000,34019.000000
"HUBSC94HWE_HUB2159长兴环卫处",16981.000000,33401.000000
"HUBSC94HWE_HUB2159长兴环卫处",16981.000000,33402.000000
"HUBSC99HWE_HUSFB0242A",16976.000000,31547.000000
"HUBSC97HWE_HUB3030德清雷甸塘北",16992.000000,8973.000000
"HUBSC97HWE_HUB3031德清雷甸下高桥",16992.000000,8971.000000
"HUBSC97HWE_HUSFB3192B",16992.000000,34021.000000
"HUBSC99HWE_HUSFB0306A",16976.000000,31827.000000
"HUBSC97HWE_HUB3081德清莫干山何村",16992.000000,34007.000000
"HUBSC97HWE_HUB3084德清会展中心",16992.000000,8237.000000
"HUBSC97HWE_HUB3068德清武康城南新区",16992.000000,12034.000000
"HUBSC97HWE_HUB3069德清三合二都",16992.000000,10179.000000
"HUBSC101HWE_HUB2075长兴林城畎桥",16981.000000,11458.000000
"HUBSC97HWE_HUB3062德清武康鲍家庄",16992.000000,8224.000000
"HUBSC102HWE_HUSFB0222B",16991.000000,31546.000000
"HUBSC94HWE_HUB2145长兴夹浦长平",16981.000000,33355.000000
"HUBSC94HWE_HUB2071长兴李家巷镇",16981.000000,9912.000000
"HUBSC101HWE_HUB2074长兴泗安管埭",16981.000000,9377.000000
"HUBSC101HWE_HUB2138长兴小浦",16981.000000,33140.000000
"HUBSC94HWE_HUB2072长兴虹星桥白水",16981.000000,8414.000000
"HUBSC102HWE_HUD0313吴兴杨家埠力威机械1800",16991.000000,35591.000000
"HUBSC101HWE_HUB2073长兴林城大云寺",16981.000000,8618.000000
"HUBSC101HWE_HUB2116长兴白岘访贤",16981.000000,33034.000000
"HUBSC101HWE_HUB2132长兴泗安仙山",16981.000000,33139.000000
"HUBSC94HWE_HUB2179长兴雉城兴月洗涤中心",16981.000000,33550.000000
"HUBSC94HWE_HUB2167长兴雉城东盛华庭",16981.000000,33519.000000
"HUBSC97HWE_HUB3060德清三合和睦",16992.000000,8888.000000
"HUBSC97HWE_HUB3064德清武康城山庙",16992.000000,8890.000000
"HUBSC94HWE_HUB2060长兴虹星桥观音桥",16981.000000,8404.000000
"HUBSC94HWE_HUB2071长兴李家巷镇",16981.000000,9911.000000
"HUBSC101HWE_HUB2153长兴泗安三里亭",16981.000000,33323.000000
"HUBSC102HWE_HUSFB0222C",16991.000000,31838.000000
"HUBSC98HWE_HUSFB0222I",16977.000000,43607.000000
"HUBSC101HWE_HUB2140长兴雉城三新",16981.000000,33187.000000
"HUBSC102HWE_HUSFD0222C",16991.000000,31538.000000
"HUBSC101HWE_HUB2066长兴夹浦",16981.000000,11282.000000
"HUBSC101HWE_HUB2178长兴泗安长丰村",16981.000000,33541.000000
"HUBSC94HWE_HUB2160长兴雉城三星斗",16981.000000,33512.000000
"HUBSC97HWE_HUB3050德清莫干山中华山",16992.000000,34049.000000
"HUBSC102HWE_HUSFD0222J",16991.000000,43617.000000
"HUBSC97HWE_HUB3037德清武康龙山",16992.000000,9297.000000
"HUBSC96HWE_HUB1068南浔石淙大树兜",16978.000000,10241.000000
"HUBSC97HWE_HUB3063德清武康五四",16992.000000,12062.000000
"HUBSC97HWE_HUB3063德清武康五四",16992.000000,12063.000000
"HUBSC98HWE_HUSFD0027C",16977.000000,43942.000000
"HUBSC97HWE_HUB3064德清武康城山庙",16992.000000,8889.000000
"HUBSC96HWE_HUSFD1119A",16978.000000,44026.000000
"HUBSC100HWE_HUB4273安吉移动递铺张家岭",16990.000000,44130.000000
"HUBSC96HWE_HUB1065南浔石淙银桥坝",16978.000000,11128.000000
"HUBSC96HWE_HUB1027南浔神通木业",16978.000000,8046.000000
"HUBSC96HWE_HUB1039南浔练市镇南",16978.000000,9859.000000
"HUBSC96HWE_HUB1055南浔马腰马嘶",16978.000000,12177.000000
"HUBSC96HWE_HUB1030南浔练市车塔",16978.000000,11140.000000
"HUBSC96HWE_HUB1060南浔南星木业",16978.000000,9795.000000
"HUBSC97HWE_HUSFD3157B",16992.000000,44017.000000
"HUBSC94HWE_HUB2014长兴轻纺城",16981.000000,33122.000000
"HUBSC96HWE_HUB1052南浔菱湖电信局",16978.000000,8370.000000
"HUBSC96HWE_HUB1057南浔马腰",16978.000000,8513.000000
"HUBSC99HWE_HUB0427吴兴太湖乐园",16976.000000,43575.000000
"HUBSC102HWE_HUB0339市区开发区陆家兜",16991.000000,44093.000000
"HUBSC101HWE_HUB2103长兴林城周吴卡",16981.000000,33061.000000
"HUBSC101HWE_HUB2139长兴雉城白阜",16981.000000,33062.000000
"HUBSC94HWE_HUB2162长兴雉城西峰坝",16981.000000,33417.000000
"HUBSC96HWE_HUB1087南浔浔东",16978.000000,9665.000000
"HUBSC96HWE_HUB1142南浔双林倪家滩",16978.000000,35201.000000
"HUBSC94HWE_HUB2165长兴城东派出所",16981.000000,33432.000000
"HUBSC101HWE_HUB2173长兴三里亭泗安小学",16981.000000,11796.000000
"HUBSC94HWE_HUB2188长兴和平杨桥",16981.000000,33582.000000
"HUBSC94HWE_HUB2229长兴开发区永能化纤",16981.000000,43631.000000
"HUBSC99HWE_HUD0442吴兴织里天使花园1800",16976.000000,43646.000000
"HUBSC102HWE_HUB0085吴兴埭溪金山脚",16991.000000,31021.000000
"HUBSC102HWE_HUB0099吴兴东林余山",16991.000000,31017.000000
"HUBSC94HWE_HUB2150长兴水木花都",16981.000000,33379.000000
"HUBSC101HWE_HUB2204长兴煤山新源石庙",16981.000000,33606.000000
"HUBSC99HWE_HUB1023南浔旧馆新兴港",16976.000000,12353.000000
"HUBSC96HWE_HUB1031南浔练市东方耀业制衣",16978.000000,8501.000000
"HUBSC96HWE_HUB1153南浔菱湖南商林老机埠",16978.000000,35316.000000
"HUBSC101HWE_HUB2125长兴水口寿圣寺",16981.000000,33184.000000
"HUBSC101HWE_HUB2148长兴林城方山窑",16981.000000,33319.000000
"HUBSC94HWE_HUB2247长兴青年公寓",16981.000000,43846.000000
"HUBSC96HWE_HUB1097南浔和孚吴兴塘",16978.000000,8048.000000
"HUBSC96HWE_HUB1145南浔开发区同庆桥",16978.000000,35211.000000
"HUBSC96HWE_HUB1132南浔兴发建筑五金",16978.000000,35138.000000
"HUBSC96HWE_HUB1138南浔开发区同心村机埠",16978.000000,35189.000000
"HUBSC96HWE_HUB1143南浔祜村潘家兜",16978.000000,35204.000000
"HUBSC102HWE_HUB0117吴兴东林大田畈",16991.000000,8041.000000
"HUBSC102HWE_HUB0235吴兴东林保丰村委",16991.000000,31343.000000
"HUBSC98HWE_HUB0277市区夏威夷舞厅",16977.000000,31485.000000
"HUBSC98HWE_HUSFD0010C",16977.000000,44031.000000
"HUBSC94HWE_HUSFD2175J",16981.000000,43985.000000
"HUBSC96HWE_HUB1081南浔和孚重兆",16978.000000,8578.000000
"HUBSC96HWE_HUB1105南浔和孚新胜草田圩",16978.000000,35043.000000
"HUBSC96HWE_HUB1121南浔菱湖勤俭大坝里",16978.000000,35094.000000
"HUBSC94HWE_HUB2018长兴行政中心",16981.000000,33143.000000
"HUBSC100HWE_HUD4026安吉递铺凤凰山1800",16990.000000,32634.000000
"HUBSC100HWE_HUD4188安吉递铺尚意空间1800",16990.000000,32734.000000
"HUBSC94HWE_HUD2142长兴缤纷时代娱乐城1800",16981.000000,33333.000000
"HUBSC94HWE_HUB2242长兴李家巷章浜",16981.000000,43944.000000
"HUBSC96HWE_HUB1159南浔含山工业园",16978.000000,35324.000000
"HUBSC96HWE_HUSFD1119A",16978.000000,44027.000000
"HUBSC102HWE_HUB1049南浔菱湖射中",16991.000000,8883.000000
"HUBSC94HWE_HUD2006长兴古城中学1800",16981.000000,33340.000000
"HUBSC94HWE_HUB2069长兴李家巷刘家渡",16981.000000,12137.000000
"HUBSC99HWE_HUB0013市区蚕科所",16976.000000,10912.000000
"HUBSC102HWE_HUB0073吴兴白雀军部",16991.000000,12129.000000
"HUBSC97HWE_HUD3197德清武康格兰维亚1800",16992.000000,43464.000000
"HUBSC100HWE_HUD4183安吉美达皮具1800",16990.000000,32692.000000
"HUBSC98HWE_HUSFD0027B",16977.000000,43972.000000
"HUBSC97HWE_HUD3098德清武康天桥1800",16992.000000,34163.000000
"HUBSC102HWE_HUB0114吴兴东林保丰",16991.000000,8533.000000
"HUBSC94HWE_HUB2215长兴雉城上扬",16981.000000,35610.000000
"HUBSC99HWE_HUD0413吴兴八里店大东吴加油站1800",16976.000000,35586.000000
"HUBSC94HWE_HUB2198长兴雉城上莘桥",16981.000000,33593.000000
"HUBSC97HWE_HUB3027德清雷甸解放",16992.000000,12330.000000
"HUBSC94HWE_HUB2027长兴凡市",16981.000000,33193.000000
"HUBSC100HWE_HUD4210安吉翠柳苑小区1800",16990.000000,32854.000000
"HUBSC98HWE_HUSFB0029A",16977.000000,31784.000000
"HUBSC99HWE_HUSFB0075B",16976.000000,35382.000000
"HUBSC100HWE_HUB4146安吉溪龙徐村湾",16990.000000,32154.000000
"HUBSC97HWE_HUB3016德清千秋街网通机房",16992.000000,10019.000000
"HUBSC97HWE_HUD3067德清武康菜场1800",16992.000000,34230.000000
"HUBSC99HWE_HUB0305吴兴织里增圩村",16976.000000,31832.000000
"HUBSC102HWE_HUB0414吴兴妙西红山岭GT",16991.000000,35587.000000
"HUBSC94HWE_HUB2070长兴李家巷青草坞",16981.000000,33578.000000
"HUBSC96HWE_HUD1057南浔马腰1800",16978.000000,43853.000000
"HUBSC96HWE_HUB1075南浔双林莫蓉",16978.000000,9010.000000
"HUBSC100HWE_HUD4018安吉递铺安城1800",16990.000000,43873.000000
"HUBSC100HWE_HUD4147安吉县委党校1800",16990.000000,32682.000000
"HUBSC98HWE_HUB0041市区秋氏服饰",16977.000000,8229.000000
"HUBSC102HWE_HUB0109吴兴道场石泉桥",16991.000000,8871.000000
"HUBSC101HWE_HUB2141长兴雉城土地庙",16981.000000,33055.000000
"HUBSC94HWE_HUB2157长兴雉城陈家浜",16981.000000,8580.000000
"HUBSC97HWE_HUB3006德清城关金鹅山",16992.000000,12213.000000
"HUBSC102HWE_HUD0429吴兴红星美凯龙1800",16991.000000,43621.000000
"HUBSC100HWE_HUD4198安吉天目桥北1800",16990.000000,32773.000000
"HUBSC99HWE_HUB0186吴兴织里联漾",16976.000000,12309.000000
"HUBSC96HWE_HUB1094南浔和孚南庄兜",16978.000000,12326.000000
"HUBSC96HWE_HUB1072南浔双林后坝",16978.000000,8612.000000
"HUBSC94HWE_HUD2210长兴汽车东站1800",16981.000000,8330.000000
"HUBSC102HWE_HUSFB0005A",16991.000000,31497.000000
"HUBSC98HWE_HUSFB0021B",16977.000000,31523.000000
"HUBSC94HWE_HUSFD2252A",16981.000000,43981.000000
"HUBSC99HWE_HUB0196吴兴织里伍浦",16976.000000,8379.000000
"HUBSC102HWE_HUB0484吴兴杨家埠兴轮轴承",16991.000000,44037.000000
"HUBSC96HWE_HUB1202南浔练市朱家兜",16978.000000,44041.000000
"HUBSC94HWE_HUSFD2096A---工程期",16981.000000,44089.000000
"HUBSC102HWE_HUB0481吴兴白雀老大房",16991.000000,44051.000000
"HUBSC101HWE_HUSFB2121A",16981.000000,43989.000000
"HUBSC94HWE_HUB2039长兴和平长城",16981.000000,10993.000000
"HUBSC102HWE_HUSFB0111A",16991.000000,55531.000000
"HUBSC101HWE_HUB2128长兴泗安东村",16981.000000,33086.000000
"HUBSC97HWE_HUB3002德清城关城北",16992.000000,10594.000000
"HUBSC99HWE_HUD0403织里星河花园1800",16976.000000,35447.000000
"HUBSC98HWE_HUD0412市区鼎立大厦1800",16977.000000,35560.000000
"HUBSC100HWE_HUSFB4069C",16990.000000,44024.000000
"HUBSC99HWE_HUB0309吴兴织里漾西邮电所",16976.000000,35394.000000
"HUBSC96HWE_HUB1036南浔练市新华",16978.000000,8875.000000
"HUBSC102HWE_HUB0082吴兴杨家埠弁南",16991.000000,8322.000000
"HUBSC101HWE_HUB2183长兴泗安八斗山",16981.000000,32832.000000
"HUBSC97HWE_HUB3050德清莫干山中华山",16992.000000,34048.000000
"HUBSC102HWE_HUB0005市区西南工业园区",16991.000000,8280.000000
"HUBSC99HWE_HUB0058吴兴八里店久立工业园",16976.000000,11016.000000
"HUBSC99HWE_HUB0066吴兴八里店小山村",16976.000000,9314.000000
"HUBSC97HWE_HUB3020德清桂花城",16992.000000,8520.000000
"HUBSC97HWE_HUB3034德清洛舍东衡",16992.000000,8421.000000
"HUBSC97HWE_HUB3044德清莫干山芦花荡饭店",16992.000000,34011.000000
"HUBSC98HWE_HUB0029市区吉北小区",16977.000000,9137.000000
"HUBSC97HWE_HUB3041德清洛舍",16992.000000,11106.000000
"HUBSC99HWE_HUB0192吴兴织里施努贝",16976.000000,8300.000000
"HUBSC100HWE_HUB4236安吉高禹开发区晨溢竹木",16990.000000,35564.000000
"HUBSC102HWE_HUB0484吴兴杨家埠兴轮轴承",16991.000000,44039.000000
"HUBSC102HWE_HUD0483吴兴杨家埠九九桥1800",16991.000000,44034.000000
"HUBSC96HWE_HUB1112南浔开发区骏马木业",16978.000000,35062.000000
"HUBSC96HWE_HUB1150南浔开发区洋南沈埠桥",16978.000000,35302.000000
"HUBSC94HWE_HUB2216长兴雉城画溪",16981.000000,35615.000000
"HUBSC98HWE_HUD0292市区金贸大厦1800",16977.000000,31725.000000
"HUBSC99HWE_HUB1192南浔旧馆寺桥梨市港",16976.000000,43734.000000
"HUBSC100HWE_HUD4194安吉国泰大酒店1800",16990.000000,32760.000000
"HUBSC102HWE_HUB0169吴兴杨家埠严家坟",16991.000000,8544.000000
"HUBSC99HWE_HUB0179吴兴织里大娄",16976.000000,9733.000000
"HUBSC102HWE_HUB0245吴兴西南开发区利华机械",16991.000000,31586.000000
"HUBSC99HWE_HUB0269吴兴八里店计家湾",16976.000000,31451.000000
"HUBSC96HWE_HUB1042南浔辽西宾馆",16978.000000,9681.000000
"HUBSC96HWE_HUB1148南浔开发区斜河村",16978.000000,35308.000000
"HUBSC102HWE_HUB0278吴兴西南开发区福山村",16991.000000,31537.000000
"HUBSC97HWE_HUB3075德清筏头后坞",16992.000000,34009.000000
"HUBSC96HWE_HUB1186南浔双林镇西雉头港",16978.000000,43766.000000
"HUBSC94HWE_HUB2020长兴职业技术学校",16981.000000,33291.000000
"HUBSC94HWE_HUD2016长兴商业局1800",16981.000000,33129.000000
"HUBSC94HWE_HUD2009长兴花菇山公园1800",16981.000000,33353.000000
"HUBSC94HWE_HUB2080长兴吕山胥仓",16981.000000,9216.000000
"HUBSC94HWE_HUB2160长兴雉城三星斗",16981.000000,33511.000000
"HUBSC94HWE_HUB2045长兴和平乌盘山",16981.000000,12245.000000
"HUBSC97HWE_HUD3084德清会展中心1800",16992.000000,34059.000000
"HUBSC97HWE_HUD3150德清联华超市1800",16992.000000,34133.000000
"HUBSC102HWE_HUB0121吴兴东林七八湾",16991.000000,10115.000000
"HUBSC101HWE_HUB2255长兴夹浦丁新山下GT",16981.000000,33601.000000
"HUBSC97HWE_HUB3011德清城关卫星",16992.000000,8576.000000
"HUBSC96HWE_HUD1102南浔建工大楼1800",16978.000000,35070.000000
"HUBSC95HWE_HUD4242安吉农村信用联社1800",16990.000000,43539.000000
"HUBSC98HWE_HUSFB0007B",16977.000000,31766.000000
"HUBSC98HWE_HUSFB0018A",16977.000000,31576.000000
"HUBSC100HWE_HUB4080安吉姚村",16990.000000,32156.000000
"HUBSC99HWE_HUB0189吴兴织里南太湖宾馆",16976.000000,8038.000000
"HUBSC94HWE_HUB2040长兴和平港口",16981.000000,10930.000000
"HUBSC96HWE_HUB1084南浔息塘",16978.000000,9411.000000
"HUBSC96HWE_HUB1090南浔中江印染",16978.000000,8859.000000
"HUBSC96HWE_HUB1093南浔和孚佛堂埭",16978.000000,9670.000000
"HUBSC98HWE_HUSFB0221A",16977.000000,31738.000000
"HUBSC98HWE_HUSFD0010A",16977.000000,31489.000000
"HUBSC96HWE_HUB1171南浔练市南召林",16978.000000,35488.000000
"HUBSC94HWE_HUB2003长兴第二水厂",16981.000000,33078.000000
"HUBSC94HWE_HUB2011长兴科技创业园",16981.000000,33288.000000
"HUBSC100HWE_HUD4188安吉递铺尚意空间1800",16990.000000,32733.000000
"HUBSC99HWE_HUB0400吴兴织里供电所",16976.000000,31453.000000
"HUBSC98HWE_HUSFD0010C",16977.000000,44030.000000
"HUBSC98HWE_HUB0034市区精亮模具厂",16977.000000,9155.000000
"HUBSC94HWE_HUB2087长兴吴山",16981.000000,11442.000000
"HUBSC102HWE_HUB0142吴兴埭溪梅峰",16991.000000,31010.000000
"HUBSC99HWE_HUB0172吴兴织里漾西",16976.000000,8706.000000
"HUBSC101HWE_HUB2077长兴林城天平桥",16981.000000,35525.000000
"HUBSC94HWE_HUB2092长兴洪桥古龙",16981.000000,12133.000000
"HUBSC101HWE_HUB2151长兴泗安长岗岭木场",16981.000000,33387.000000
"HUBSC101HWE_HUB2154长兴泗安禧祉",16981.000000,33327.000000
"HUBSC96HWE_HUB1099南浔双林千亩山",16978.000000,8070.000000
"HUBSC94HWE_HUB2001长兴城建开发总公司",16981.000000,33069.000000
"HUBSC100HWE_HUD4057安吉转椅城1800",16990.000000,32781.000000
"HUBSC100HWE_HUD4177安吉递铺丹凤苑1800",16990.000000,32698.000000
"HUBSC94HWE_HUD2163长兴雉城家宝电子1800",16981.000000,33425.000000
"HUBSC98HWE_HUD0418吴兴环渚建筑公司1800",16977.000000,43541.000000
"HUBSC100HWE_HUB4083安吉杭垓",16990.000000,32069.000000
"HUBSC98HWE_HUD0052市区余家漾小区1800",16977.000000,31077.000000
"HUBSC94HWE_HUSFD2150F",16981.000000,35578.000000
"HUBSC101HWE_HUB2036长兴雉城渚山",16981.000000,33281.000000
"HUBSC98HWE_HUB0020市区富城商楼",16977.000000,8756.000000
"HUBSC102HWE_HUB0094吴兴东林青山",16991.000000,9395.000000
"HUBSC102HWE_HUB0103吴兴道场道场村",16991.000000,35522.000000
"HUBSC98HWE_HUD0225市区众鑫广场1800",16977.000000,31249.000000
"HUBSC98HWE_HUD0273市区红丰老年服务中心1800",16977.000000,31093.000000
"HUBSC94HWE_HUB2067长兴李家巷鲍家村",16981.000000,12379.000000
"HUBSC98HWE_HUD0308市区康城国际商务楼1800",16977.000000,31244.000000
"HUBSC98HWE_HUB0128吴兴环渚后庄",16977.000000,12257.000000
"HUBSC102HWE_HUB0131吴兴鹿山林场",16991.000000,10467.000000
"HUBSC102HWE_HUB0165吴兴杨家埠施家门",16991.000000,12081.000000
"HUBSC101HWE_HUB2076长兴林城太傅",16981.000000,11793.000000
"HUBSC94HWE_HUB2168长兴皇冠假日大酒店",16981.000000,33516.000000
"HUBSC99HWE_HUD0260吴兴织里佳姿汽修1800",16976.000000,31406.000000
"HUBSC94HWE_HUB2251长兴杨庄接入网机房",16981.000000,43918.000000
"HUBSC97HWE_HUB3008德清城关联星",16992.000000,8568.000000
"HUBSC97HWE_HUB3068德清武康城南新区",16992.000000,12033.000000
"HUBSC98HWE_HUD0046市区天煌大酒店1800",16977.000000,31118.000000
"HUBSC98HWE_HUD0153吴兴毗山福利院1800",16977.000000,31152.000000
"HUBSC102HWE_HUB0247吴兴杨家埠后东",16991.000000,31282.000000
"HUBSC98HWE_HUSFB0037A",16977.000000,31522.000000
"HUBSC98HWE_HUD0009市区职业技术学校1800",16977.000000,8938.000000
"HUBSC98HWE_HUD0128吴兴环渚后庄1800",16977.000000,8605.000000
"HUBSC99HWE_HUB0205吴兴织里宾馆",16976.000000,9745.000000
